label,metaGroupId,groupId,goodPeakCount,medMz,medRt,maxQuality,adductName,isotopeLabel,compound,compoundId,formula,expectedRtDiff,ppmDiff,parent,20200906_m1_ASD_6uM_c8_Pos_fsPRM_2uL_007,20200906_m1_ASD_6uM_c8_Pos_fsPRM_2uL_008,20200906_m1_ASD_6uM_c8_Pos_FS_2uL_003,20200906_m1_ASD_6uM_c8_Pos_FS_2uL_004,20200912_m1_ASD_6uM_c8_Neg_fsPRM_2uL_008,20200912_m1_ASD_6uM_c8_Neg_fsPRM_2uL_009,20200912_m1_ASD_6uM_c8_Neg_FS_2uL_003,20200912_m1_ASD_6uM_c8_Neg_FS_2uL_004
b,175,175,1,171.006302,6.497,0.647474,[M-H]-,C12 PARENT,sn-glycerol-3-phosphate,C00093,C3H9O6P,0.803,0.624605,171.006302,372521.75,251361.77,387309.78,257455.33,29841.91,52743.21,40175.87,40464.28
b,176,176,1,171.006378,6.674,0.537298,[M-H]-,C12 PARENT,sn-glycerol-3-phosphate,C00093,C3H9O6P,0.626,0.178459,171.006378,118269.41,0.00,365655.50,382138.59,20873.18,43967.85,56275.61,21256.85
b,177,177,1,171.006470,8.812,0.566881,[M-H]-,C12 PARENT,sn-glycerol-3-phosphate,C00093,C3H9O6P,1.512,0.356917,171.006470,103275.48,0.00,124736.60,233475.88,55045.37,25540.83,21313.77,21136.77
b,178,178,1,168.990829,1.361,0.632695,[M-H]-,C12 PARENT,dihydroxy-acetone-phosphate,C00111,C3H7O6P,7.639,0.451468,168.990829,39532.41,17939.75,35759.77,36582.71,0.00,0.00,0.00,0.00
b,179,179,1,168.990829,1.361,0.632695,[M-H]-,C12 PARENT,D-glyceraldehdye-3-phosphate,C00111|C00661,C3H7O6P,5.989,0.451468,168.990829,39532.41,17939.75,35759.77,36582.71,0.00,0.00,0.00,0.00
b,186,186,1,166.014420,2.199,0.656155,[M-H]-,C12 PARENT,quinolinate,C03722,C7H5NO4,11.381,1.011036,166.014420,0.00,0.00,0.00,0.00,24467.63,12417.29,11357.78,19103.28
b,187,187,1,166.014526,6.137,0.569025,[M-H]-,C12 PARENT,quinolinate,C03722,C7H5NO4,7.443,0.367649,166.014526,0.00,0.00,0.00,0.00,20231.32,5917.86,8444.08,8705.21
b,188,188,1,166.014633,7.350,0.595296,[M-H]-,C12 PARENT,quinolinate,C03722,C7H5NO4,6.230,0.275737,166.014633,0.00,0.00,0.00,0.00,24001.33,8083.57,9024.05,23866.52
b,189,189,1,166.014587,7.467,0.512382,[M-H]-,C12 PARENT,quinolinate,C03722,C7H5NO4,6.113,0.000000,166.014587,0.00,0.00,0.00,0.00,27933.85,14716.41,7120.52,15620.82
b,190,190,1,166.014587,7.788,0.756768,[M-H]-,C12 PARENT,quinolinate,C03722,C7H5NO4,5.792,0.000000,166.014587,0.00,0.00,0.00,0.00,24107.09,11139.66,12646.14,19730.08
b,191,191,1,166.014572,8.410,0.602903,[M-H]-,C12 PARENT,quinolinate,C03722,C7H5NO4,5.170,0.091912,166.014572,0.00,0.00,0.00,0.00,18162.70,19335.54,13181.65,19150.69
